"key" "fi" "sv"
"rakennuksen-laajentaminen.lammitys.lammitystapa.ei lämmitystä" "Ei kiinteää lämmityslaitetta" "Ingen fast uppvärmningsanordning"
"rakennuksen-laajentaminen.lammitys.lammitystapa.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.lammitys.lammitystapa.help" "Ilmoitetaan ainoastaan pääasiallinen lämmitystapa. Vesikeskuslämmityksessä rakennusta lämmitetään kiertävän  veden avulla. Ilmakeskuslämmityksessä rakennusta lämmitetään kiertävän  ilman avulla. Suorassa sähkölämmityksessä rakennusta lämmitetään sähkö-verkkoon kytketyn kiinteän lämpöpatterin tms. avulla. Uunilämmitykseksi luetaan myös muurin sisään asennetut sähköllä toimivat lämpövaraajat, erilliset kiinteät öljylämmittimet sekä lämpöä varaavat takat." "Enbart det huvudsakliga uppvärmningssättet anmäls. Vid vattencentraluppvärmning uppvärms byggnaden med hjälp av cirkulerande vatten. Vid luftcentraluppvärmning uppvärms byggnaden med hjälp av cirkulerande luft. Vid direkt eluppvärmning uppvärms byggnaden med hjälp av ett fast värmeelement o.d. som kopplats direkt till elnätet. Som ugnseldning betraktas också i mur installerade eldrivna värmeberedare, separata fasta oljevärmeapparater samt spisar som magasinerar värme."
"rakennuksen-laajentaminen.lammitys.lammitystapa.ilmakeskus" "Ilmakeskuslämmitys" "Luftcentralvärme"
"rakennuksen-laajentaminen.lammitys.lammitystapa.suora sähkö" "Suorasähkö" "Direkt el"
"rakennuksen-laajentaminen.lammitys.lammitystapa.suorasahko" "Suora sähkölämmitys" "Direkt eluppvärmning"
"rakennuksen-laajentaminen.lammitys.lammitystapa.uuni" "uunilämmitys" "ugnsuppvärmning"
"rakennuksen-laajentaminen.lammitys.lammitystapa.vesikeskus" "Vesikeskuslämmitys" "Vattencentralvärme"
"rakennuksen-laajentaminen.lammitys.lammonlahde._group_label" "Polttoaine / lämmönlähde" "Bränsle/värmekälla"
"rakennuksen-laajentaminen.lammitys.lammonlahde.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.lammitys.lammonlahde.help" "Ilmoitetaan pääasiallisesti käytettävä polttoaine. Kauko- ja aluelämmön yhteydessä ei polttoainetta tarvitse ilmoittaa. Maalämpö tms. edellyttää lämpöpumppua." "Det huvudsakligen använda bränslet anmäls. I fråga om fjärr- eller blockvärme behöver bränslet inte anges. Jordvärme o.d. förutsätter värmepump."
"rakennuksen-laajentaminen.lammitys.lammonlahde.kaasu" "Kaasu" "Gas"
"rakennuksen-laajentaminen.lammitys.lammonlahde.kauko tai aluelämpö" "Kauko- tai aluelämpö" "Fjärr- eller områdesvärme"
"rakennuksen-laajentaminen.lammitys.lammonlahde.kevyt polttoöljy" "Kevyt polttoöljy" "Lätt brännolja"
"rakennuksen-laajentaminen.lammitys.lammonlahde.kiviihiili koksi tms" "Kivihiili, koksi tms." "Stenkol, koks, etc."
"rakennuksen-laajentaminen.lammitys.lammonlahde.kiviihiili koksi tms." "Kivihiili, koksi tms." "Stenkol, koks, etc."
"rakennuksen-laajentaminen.lammitys.lammonlahde.maalämpö" "Maalämpö tms." "Jordvärme etc."
"rakennuksen-laajentaminen.lammitys.lammonlahde.muu" "Muu" "Annat"
"rakennuksen-laajentaminen.lammitys.lammonlahde.puu" "Puu" "Ved"
"rakennuksen-laajentaminen.lammitys.lammonlahde.raskas polttoöljy" "Raskas polttoöljy" "Tung brännolja"
"rakennuksen-laajentaminen.lammitys.lammonlahde.sähkö" "Sähkö" "El"
"rakennuksen-laajentaminen.lammitys.lammonlahde.turve" "Turve" "Torv"
"rakennuksen-laajentaminen.lammitys.muu-lammonlahde" "Muu lämmönlähde" "Annan värmekälla"
"rakennuksen-laajentaminen.lammonlahde._group_label" "Polttoaine / lämmönlähde" "Bränsle/värmekälla"
"rakennuksen-laajentaminen.lammonlahde.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.lammonlahde.kaasu" "Kaasu" "Gas"
"rakennuksen-laajentaminen.lammonlahde.kauko tai aluelämpö" "Kauko- tai aluelämpö" "Fjärr- eller områdesvärme"
"rakennuksen-laajentaminen.lammonlahde.kevyt polttoöljy" "Kevyt polttoöljy" "Lätt brännolja"
"rakennuksen-laajentaminen.lammonlahde.kiviihiili koksi tms" "Kivihiili, koksi tms." "Stenkol, koks, etc."
"rakennuksen-laajentaminen.lammonlahde.maalämpö" "Maalämpö tms." "Jordvärme etc."
"rakennuksen-laajentaminen.lammonlahde.muu" "Muu" "Annat"
"rakennuksen-laajentaminen.lammonlahde.puu" "Puu" "Ved"
"rakennuksen-laajentaminen.lammonlahde.raskas polttoöljy" "Raskas polttoöljy" "Tung brännolja"
"rakennuksen-laajentaminen.lammonlahde.sähkö" "Sähkö" "El"
"rakennuksen-laajentaminen.lammonlahde.turve" "Turve" "Torv"
"rakennuksen-laajentaminen.luokitus._group_label" "Luokitukset" "Klassificeringar"
"rakennuksen-laajentaminen.luokitus.energialuokka" "Energialuokka" "Energiklass"
"rakennuksen-laajentaminen.luokitus.energialuokka._group_label" "Energialuokka" "Energiklass"
"rakennuksen-laajentaminen.luokitus.energialuokka.A" "A" "A"
"rakennuksen-laajentaminen.luokitus.energialuokka.B" "B" "B"
"rakennuksen-laajentaminen.luokitus.energialuokka.C" "C" "C"
"rakennuksen-laajentaminen.luokitus.energialuokka.D" "D" "D"
"rakennuksen-laajentaminen.luokitus.energialuokka.E" "E" "E"
"rakennuksen-laajentaminen.luokitus.energialuokka.F" "F" "F"
"rakennuksen-laajentaminen.luokitus.energialuokka.G" "G" "G"
"rakennuksen-laajentaminen.luokitus.energiatehokkuusluku" "Energiatehokkuusluku" "Energiprestandavärde"
"rakennuksen-laajentaminen.luokitus.energiatehokkuusluvunYksikko._group_label" "Energiatehokkuusluvun yksikkö" "Enhet för energiprestandavärde"
"brm2/vuosi" "kWh/brm2/vuosi" "kWh/brm2/år"
"m2" "kWh/m2" "kWh/m2"
"rakennuksen-laajentaminen.luokitus.paloluokka" "Paloluokka" "Brandklass"
"rakennuksen-laajentaminen.luokitus.paloluokka._group_label" "Paloluokka" "Brandklass"
"rakennuksen-laajentaminen.luokitus.paloluokka.lähinnä paloahidastava" "paloa hidastava" "brandfördröjande"
"rakennuksen-laajentaminen.luokitus.paloluokka.lähinnä paloakestävä" "paloa kestävä" "brandsäker"
"rakennuksen-laajentaminen.luokitus.paloluokka.lähinnä paloapidättävä" "paloa pidättävä" "brandhärdig"
"rakennuksen-laajentaminen.luokitus.paloluokka.P1" "P1" "P1"
"P2" "P1/P2" "P1/P2"
"P2/P3" "P1/P2/P3" "P1/P2/P3"
"P3" "P1/P3" "P1/P3"
"rakennuksen-laajentaminen.luokitus.paloluokka.P2" "P2" "P2"
"P3" "P2/P3" "P2/P3"
"rakennuksen-laajentaminen.luokitus.paloluokka.P3" "P3" "P3"
"rakennuksen-laajentaminen.luokitus.paloluokka.paloahidastava" "paloa hidastava" "brandfördröjande"
"rakennuksen-laajentaminen.luokitus.paloluokka.paloapidättävä" "paloa pidättävä" "brandhärdig"
"rakennuksen-laajentaminen.luokitus.paloluokka.palonkestävä" "palon kestävä" "brandsäker"
"rakennuksen-laajentaminen.mitat._group_label" "Rakennuksen mitat laajennuksen jälkeen" "Byggnadens dimensioner efter utbyggnaden"
"rakennuksen-laajentaminen.mitat.kellarinpinta-ala" "Kellarin pinta-ala" "Källaryta"
"rakennuksen-laajentaminen.mitat.kellarinpinta-ala.help" "Kellarin pinta-ala on kellarikerrosten yhteenlaskettu pinta-ala. Kellarikerroksen pinta-ala on kellarikerrosta ympäröivien seinien ulkopintojen rajoittama ala. Mukaan ei lasketa 160 cm matalampia tiloja. Kellarikerroksiksi luetaan kaikki kokonaan tai pääasiallisesti maanpinnan alapuolella olevat kerrokset (maankäyttö- ja rakennuslaki 115 §  3 mom.)." "Källarens areal är källarvåningens sammanlagda areal. Källarvåningens areal är det område som begränsas av utsidorna av väggarna kring källarvåningen. Utrymmen, lägre än 160 cm, medräknas inte. Som källarvåning räknas alla helt eller i huvudsak under markytan belägna våningar."
"rakennuksen-laajentaminen.mitat.kerrosala" "Kerrosala" "Våningsyta"
"rakennuksen-laajentaminen.mitat.kerrosala.help" "Kerrosalaan luetaan kerrosten alat ulkoseinien ulkopinnan mukaan  laskettuina ja se kellarikerroksen tai ullakon ala, johon sijoitetaan tai  voidaan näiden tilojen sijainnista, yhteyksistä, koosta, valoisuudesta ja  muista ominaisuuksista päätellen sijoittaa rakennuksen pääasiallisen  käyttötarkoituksen mukaisia tiloja (maankäyttö- ja rakennuslaki 115  § 3 mom.)." "Till våningsytan räknas våningarnas ytor beräknade enligt ytterväggarnas utsidor och sådan yta i källar- eller vindsvåning där lokaler avsedda för byggnadens huvudsakliga ändamål placeras eller med tanke på dessa lokalers läge, förbindelser, storlek, ljus och andra  egenskaper kunde placeras (115 § 3 mom. markanvändnings- och bygglagen). Närmare anvisningar om hur våningsytan beräknas finns i Finlands standardiseringsförbunds standard (SFS 5139)."
"rakennuksen-laajentaminen.mitat.kerrosluku" "Kerrosluku" "Våningsantal"
"rakennuksen-laajentaminen.mitat.kerrosluku.help" "Kerroslukuun lasketaan kaikki ne kokonaan tai pääasiallisesti  maanpinnan yläpuolella olevat kerrokset, joissa on asuin- tai työ-huoneita tai rakennuksen pääasiallisen käyttötarkoituksen mukaisia  tiloja. Kerrosluku ilmoitetaan kokonaislukuna. Jos kerrosten lukumäärä  vaihtelee rakennuksen eri osissa, ilmoitetaan se kerrosten lukumäärä,  joka on suurimmassa osassa rakennusta." "I våningsantalet medräknas alla de huvudsakligen ovan jord belägna våningarna i vilka det finns bostads- eller arbetsrum eller mot byggnadens huvudsakliga användningssyfte svarande utrymmen. Våningsantalet anges som helt tal. Om antalet våningar varierar i olika delar av byggnaden, anges det våningsantal som finns i största delen av byggnaden."
"rakennuksen-laajentaminen.mitat.kokonaisala" "Rakennuksen kokonaisala" "Byggnadens totalyta"
"rakennuksen-laajentaminen.mitat.kokonaisala.help" "Kokonaisalaan lasketaan kaikkien kerrosten, kellareiden ja lämpöeristettyjen ullakoiden pinta-ala yhteensä ulkomitoin. Mukaan ei lasketa parvekkeita, katoksia eikä 160 cm matalampia tiloja." "I byggnadens hela areal medräknas samtliga våningars, källares och värmeisolerade vindars areal sammanlagt i yttre mått. Balkonger, skjul samt utrymmen lägre än 160 cm medräknas inte."
"rakennuksen-laajentaminen.mitat.tilavuus" "Rakennuksen tilavuus" "Byggnadens volym"
"rakennuksen-laajentaminen.mitat.tilavuus.help" "Rakennuksen tilavuus on tila, jota rajoittavat ulkoseinien ulkopinnat, alapohjan (rakennuksen alimman tilan pohja lämmöneristyksineen) alapinta ja yläpohjan (rakennuksen ylintä lämmintä tilaa  yläpuolelta rajoittava rakennusosa, johon kuuluu lämmöneristys suojauksineen) yläpinta." "Byggnadens volym är det utrymme som begränsas av ytterväggarnas utsidor, undersidan av bottenbjälklaget (byggnadsutrymmets understa bjälklag jämte värmeisolering) och översidan av vindbjälklaget (den byggnadsdel som upptill begränsar det översta varma utrymmet i byggnaden och till vilken hör värmeisolering jämte skydd)."
"rakennuksen-laajentaminen.muutostyolaji._group_label" "Muutostyön laji" "Typ av ombyggnadsarbete"
"rakennuksen-laajentaminen.muutostyolaji.muut muutostyöt" "Muut muutostyöt" "Annat ombyggnadsarbete"
"rakennuksen-laajentaminen.muutostyolaji.perustusten ja kantavien rakenteiden muutos- ja korjaustyöt" "Perustusten ja kantavien rakenteiden muutos- ja korjaustyöt" "Ändring eller reparation av grunden eller bärande konstruktioner"
"rakennuksen-laajentaminen.muutostyolaji.rakennukse pääasiallinen käyttötarkoitusmuutos" "Rakennuksen pääasiallinen käyttötarkoitusmuutos" "Ändring av byggnadens huvudsakliga användningsändamål"
"rakennuksen-laajentaminen.osoite._group_label" "Rakennuksen osoite" "Byggnadens adress"
"rakennuksen-laajentaminen.osoite.huoneisto" "Huoneiston numero" "Lägenhetsnummer"
"rakennuksen-laajentaminen.osoite.jakokirjain" "Jakokirjain" "Bokstav"
"rakennuksen-laajentaminen.osoite.jakokirjain2" "Toinen jakokirjain (tarvittaessa)" "Annan bokstav (vid behov)"
"rakennuksen-laajentaminen.osoite.kunta" "Kunta" "Kommun"
"rakennuksen-laajentaminen.osoite.lahiosoite" "Katu" "Gata"
"rakennuksen-laajentaminen.osoite.osoitenumero" "Osoitenumero" "Adressnummer"
"rakennuksen-laajentaminen.osoite.osoitenumero2" "Toinen osoitenumero (tarvittaessa)" "Annat adressnummer (vid behov)"
"rakennuksen-laajentaminen.osoite.pistesijanti" "Pistesijainti" "Punktläge"
"rakennuksen-laajentaminen.osoite.porras" "Porras" "Trappa"
"rakennuksen-laajentaminen.osoite.postinumero" "Postinumero" "Postnummer"
"rakennuksen-laajentaminen.osoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"rakennuksen-laajentaminen.poistumanAjankohta" "Poistuman ajankohta" "Tidpunkt för avförande"
"rakennuksen-laajentaminen.poistumanSyy._group_label" "Poistuman syy" "Orsak till avförande"
"rakennuksen-laajentaminen.poistumanSyy.poistaminen" "Poistaminen" "Avförande"
"rakennuksen-laajentaminen.poistumanSyy.purettu muusta syystä" "Purettu muusta syystä" "Riven av annan orsak"
"rakennuksen-laajentaminen.poistumanSyy.purettu uudisrakentamisen vuoksi" "purettu uudisrakentamisen vuoksi" "riven på grund av nybyggnad"
"rakennuksen-laajentaminen.poistumanSyy.ränsistymisen vuoksi hylätty" "Ränsistymisen vuoksi hylätty" "Övergiven på grund av förfall"
"rakennuksen-laajentaminen.poistumanSyy.tuhoutunut" "Tuhoutunut" "Förstörd"
"rakennuksen-laajentaminen.rakenne._group_label" "Rakentamistapa" "Byggnadssätt"
"rakennuksen-laajentaminen.rakenne.julkisivu._group_label" "Pääasiallinen julkisivumateriaali" "Huvudsakligt fasadmaterial"
"rakennuksen-laajentaminen.rakenne.julkisivu.betoni" "Betoni" "Betong"
"rakennuksen-laajentaminen.rakenne.julkisivu.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.rakenne.julkisivu.kivi" "Kivi" "Sten"
"rakennuksen-laajentaminen.rakenne.julkisivu.lasi" "Lasi" "Glas"
"rakennuksen-laajentaminen.rakenne.julkisivu.metallilevy" "Teräs" "Stål"
"rakennuksen-laajentaminen.rakenne.julkisivu.muumateriaali" "Muu materiaali" "Annat material"
"rakennuksen-laajentaminen.rakenne.julkisivu.puu" "Puu" "Trä"
"rakennuksen-laajentaminen.rakenne.julkisivu.tiili" "Tiili" "Tegel"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine._group_label" "Kantavien rakenteiden pääasiallinen rakennusmateriaali" "Huvudsakligt byggnadsmaterial i bärande konstruktioner"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.betoni" "Betoni" "Betong"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.help" "Betoniksi luetaan myöskin siporex-, kevytsora-, kuonajäte- ja  kaasubetoni ym. kevyet betonivalmisteet." "Som betong betraktas också tillverkningar av siporex, lättgrus, slagg och gasbetong o.d. tillverkningar av lättbetong."
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.muurakennusaine" "Muu rakennusaine" "Annat byggnadsmaterial"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.puu" "Puu" "Trä"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.teras" "Teräs" "Stål"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.teräs" "Teräs" "Stål"
"rakennuksen-laajentaminen.rakenne.kantavaRakennusaine.tiili" "Tiili" "Tegel"
"rakennuksen-laajentaminen.rakenne.muuMateriaali" "Muu Materiaali" "Annat material"
"rakennuksen-laajentaminen.rakenne.muuRakennusaine" "Muu rakennusaine" "Annat byggnadsmaterial"
"rakennuksen-laajentaminen.rakenne.rakentamistapa._group_label" "Rakentamistapa" "Byggnadssätt"
"rakennuksen-laajentaminen.rakenne.rakentamistapa.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.rakenne.rakentamistapa.elementti" "Elementtirakenteinen" "Elementbyggnad"
"rakennuksen-laajentaminen.rakenne.rakentamistapa.help" "Elementtirakennuksessa tilavuudeltaan yli puolet kantavista rakenteista, kuten pilarit, palkit, välipohjat ja seinät ovat tehdasvalmisteisia. Paikalla tehdyssä rakennuksessa enintään hormit, porrassyöksyt, parvekkeet ja kylpyhuoneet ovat tehdasvalmisteisia." "I en elementbyggnad är mer än hälften av volymen av de bärande konstruktionerna såsom pelare, balkar, mellanbjälklag och väggar fabrikstillverkade. I en byggnad som uppförs på platsen är högst ventilations- och rökkanalerna, trapploppen, balkongerna och badrummen fabrikstillverkade."
"rakennuksen-laajentaminen.rakenne.rakentamistapa.paikalla" "Paikalla tehty" "Byggd på plats"
"rakennuksen-laajentaminen.rakennuksenOmistajat._append_label" "+ Lisää omistaja" "+ Lägg till ägare"
"rakennuksen-laajentaminen.rakennuksenOmistajat._group_label" "Rakennuksen omistaja" "Ägare"
"rakennuksen-laajentaminen.rakennuksenOmistajat._selected.henkilo" "Henkilö" "Person"
"rakennuksen-laajentaminen.rakennuksenOmistajat._selected.yritys" "Yritys/yhteisö" "Företag/samfund"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo._group_label" "Henkilö" "Person"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.henkilotiedot._group_label" "Henkilötiedot" "Personuppgifter"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.henkilotiedot.etunimi" "Etunimi" "Förnamn"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.henkilotiedot.hetu" "Henkilötunnus" "Personbeteckning"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.henkilotiedot.hetu.help" "Syötä tähän kenttään henkilötunnus kokonaisuudessaan. Henkilötunnuksen kirjoittaja näkee henkilötunnuksen kokonaisuudessaan lisäämisen yhteydessä, mutta siitä eteenpäin käyttäjät näkevät Lupapisteessä tunnuksen loppuosan ****-merkkijonona." "Ange personbeteckningen i sin helhet i detta fält. När personbeteckningen matas in kan beteckningen ses i sin helhet av den som matar in den. I fortsättningen ser användarna i Lupapiste en personbeteckning där slutdelen ersatts av teckensträngen ****."
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.henkilotiedot.sukunimi" "Sukunimi" "Efternamn"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.henkilotiedot.turvakieltoKytkin" "Henkilöllä on voimassa oleva turvakielto" "Personen har giltig Spärrmarkering"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.osoite._group_label" "Yhteysosoite" "Kontaktadress"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.osoite.katu" "Katuosoite" "Gatuadress"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.osoite.postinumero" "Postinumero" "Postnummer"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.osoite.postitoimipaikannimi" "Postitoimipaikka" "Postanstalt"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.yhteystiedot._group_label" "Yhteystiedot" "Kontaktuppgifter"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.yhteystiedot.email" "Sähköposti" "E-post"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.yhteystiedot.fax" "Faksinumero" "Fax"
"rakennuksen-laajentaminen.rakennuksenOmistajat.henkilo.yhteystiedot.puhelin" "Puhelin" "Telefon"
"rakennuksen-laajentaminen.rakennuksenOmistajat.muu-omistajalaji" "Muu omistajalaji" "Annan ägartyp"
"rakennuksen-laajentaminen.rakennuksenOmistajat.omistajalaji._group_label" "Omistajalaji" "Ägartyp"
"rakennuksen-laajentaminen.rakennuksenOmistajat.omistajalaji.asunto-oy tai asunto-osuuskunta" "Asunto-osakeyhtiö tai asunto-osuuskunta" "Bostadsaktiebolag eller bostadsandelslag"
"rakennuksen-laajentaminen.rakennuksenOmistajat.omistajalaji.ei tiedossa" "Ei tiedossa" "Inte känt"
"rakennuksen-laajentaminen.rakennuksenOmistajat.omistajalaji.kiinteistö oy" "Kiinteistöosakeyhtiö" "Fastighetsaktiebolag"
